"","unid","opt_score"
"1591",83785,3
"1592",51321,2
"1593",58178,7
"1594",58178,NA
"1595",58178,NA
"1596",58178,NA
"1597",27752,7
"1598",66777,NA
"1599",89613,4
"1600",85866,5
"1601",95445,NA
"1602",95445,NA
"1603",61177,7
"1604",61177,6
"1605",61177,NA
"1606",61177,NA
"1607",100952,11
"1608",100952,8
"1609",100952,7
"1610",76541,10
"1611",16564,5
"1612",98751,NA
"1613",1757,NA
"1614",61713,NA
"1615",61713,NA
"1616",60371,NA
"1617",25337,1
"1618",50436,NA
"1619",55334,8
"1620",39934,13
"1621",25126,2
"1622",3821,NA
"1623",75155,NA
"1624",95153,-3
"1625",49126,5
"1626",49126,4
"1627",102169,10
"1628",6424,NA
"1629",17011,5
"1630",17011,3
"1631",17011,0
"1632",17011,7
"1633",84892,4
"1634",84892,4
"1635",84892,2
"1636",82144,5
"1637",82144,4
"1638",82144,NA
"1639",19246,NA
"1640",7956,NA
"1641",7956,NA
"1642",7956,NA
"1643",89333,14
"1644",69454,NA
"1645",69454,NA
"1646",101610,7
"1647",13360,6
"1648",65354,5
"1649",65354,4
"1650",94554,NA
"1651",265,NA
"1652",66918,6
"1653",66918,4
"1654",66918,NA
"1655",14594,8
"1656",14594,7
"1657",14594,9
"1658",14594,7
"1659",14594,10
"1660",14594,8
"1661",96112,10
"1662",96112,7
"1663",14386,6
"1664",14386,6
"1665",14386,8
"1666",17756,2
"1667",17756,-4
"1668",4127,2
"1669",4127,4
"1670",81937,NA
"1671",81937,NA
"1672",81937,NA
"1673",76844,8
"1674",76844,3
"1675",76844,4
"1676",12758,NA
"1677",58071,10
"1678",19434,11
"1679",19434,NA
"1680",61714,4
"1681",75216,NA
"1682",49334,NA
"1683",49334,NA
"1684",41095,NA
"1685",53317,NA
"1686",41686,NA
"1687",42450,5
"1688",42450,NA
"1689",70451,NA
"1690",61444,6
"1691",61444,NA
"1692",60584,1
"1693",60584,6
"1694",60584,5
"1695",83805,13
"1696",26968,NA
"1697",5480,NA
"1698",5480,NA
"1699",91482,NA
"1700",29069,7
"1701",71527,6
"1702",18218,8
"1703",2828,NA
"1704",9053,3
"1705",57368,NA
"1706",57368,NA
"1707",30649,NA
"1708",30649,NA
"1709",30649,NA
"1710",61859,NA
"1711",29461,6
"1712",29461,5
"1713",32418,NA
"1714",26020,4
"1715",26020,9
"1716",99921,7
"1717",47436,NA
"1718",62867,9
"1719",75605,NA
"1720",82547,NA
"1721",82547,NA
"1722",82547,NA
"1723",20006,9
"1724",20006,12
"1725",49331,2
"1726",44464,7
"1727",12295,NA
"1728",97591,4
"1729",35577,6
"1730",46488,4
"1731",46488,9
"1732",86073,8
"1733",86073,8
"1734",86073,11
"1735",22309,NA
"1736",52014,4
"1737",78618,NA
"1738",61949,2
"1739",61949,NA
"1740",57227,7
"1741",48101,NA
"1742",95608,3
"1743",92014,NA
"1744",75058,2
"1745",56717,-3
"1746",56717,-1
"1747",56717,-2
"1748",46046,2
"1749",99702,5
"1750",99702,4
"1751",99607,7
"1752",99607,NA
"1753",34846,9
"1754",34846,14
"1755",34846,7
"1756",34846,10
"1757",34846,NA
"1758",32695,8
"1759",57406,NA
"1760",23248,6
"1761",100017,8
"1762",100017,5
"1763",100017,5
"1764",100017,NA
"1765",55812,NA
"1766",61353,NA
"1767",66507,NA
"1768",22543,4
"1769",22543,3
"1770",22543,3
"1771",16170,NA
"1772",39477,6
"1773",39477,NA
"1774",51819,NA
"1775",29258,4
"1776",29258,4
"1777",29258,NA
"1778",54916,4
"1779",54916,4
"1780",54916,4
"1781",54916,6
"1782",54916,NA
"1783",81741,10
"1784",35381,3
"1785",35724,NA
"1786",35724,NA
"1787",35724,NA
"1788",35724,NA
"1789",35724,NA
"1790",35724,NA
"1791",30049,9
"1792",21162,10
"1793",378,7
"1794",378,6
"1795",61044,NA
"1796",17240,8
"1797",50879,0
"1798",2785,1
"1799",2785,5
"1800",15644,12
"1801",93755,NA
"1802",78252,NA
"1803",90473,6
"1804",61426,5
"1805",46664,NA
"1806",75717,5
"1807",32529,NA
"1808",32529,NA
"1809",90268,NA
"1810",14419,NA
"1811",101887,NA
"1812",101887,NA
"1813",42717,3
"1814",42717,NA
"1815",42717,NA
"1816",47809,NA
"1817",11063,9
"1818",77654,8
"1819",77654,NA
"1820",56863,4
"1821",102087,5
"1822",67928,NA
"1823",33018,NA
"1824",62785,11
"1825",45517,7
"1826",87038,NA
"1827",62139,6
"1828",62139,5
"1829",62139,2
"1830",29815,NA
"1831",14984,-4
"1832",14984,4
"1833",14984,6
"1834",96262,9
"1835",96262,11
"1836",42264,11
"1837",42264,8
"1838",42264,8
"1839",64681,8
"1840",64681,6
"1841",64681,6
"1842",64681,7
"1843",82236,NA
"1844",158,NA
"1845",158,NA
"1846",158,NA
"1847",158,NA
"1848",158,NA
"1849",93699,1
"1850",93699,3
"1851",70044,3
"1852",50559,7
"1853",34812,NA
"1854",73864,5
"1855",20262,4
"1856",3620,6
"1857",24411,8
"1858",24411,NA
"1859",60710,NA
"1860",63567,NA
"1861",63567,NA
"1862",63567,NA
"1863",63567,NA
"1864",43970,NA
"1865",22747,1
"1866",1323,10
"1867",3544,NA
"1868",4224,NA
"1869",74561,2
"1870",74561,7
"1871",27719,3
"1872",27719,NA
"1873",42711,2
"1874",42711,5
"1875",42711,-2
"1876",2014,7
"1877",73132,13
"1878",47706,2
"1879",72021,7
"1880",60425,NA
"1881",60425,NA
"1882",31004,NA
"1883",750,NA
"1884",31145,8
"1885",48308,8
"1886",48308,5
"1887",13551,11
"1888",13551,NA
"1889",79694,NA
"1890",78458,NA
"1891",52699,2
"1892",59823,3
"1893",88495,5
"1894",88944,6
"1895",18790,NA
"1896",57759,NA
"1897",61778,4
"1898",93767,NA
"1899",93767,NA
"1900",67137,6
"1901",41490,5
"1902",13730,NA
"1903",13730,NA
"1904",13730,NA
"1905",25270,2
"1906",2122,NA
"1907",2122,NA
"1908",30001,9
"1909",101624,7
"1910",101624,NA
"1911",41293,1
"1912",41293,2
"1913",40914,4
"1914",72275,NA
"1915",88012,-1
"1916",88012,NA
"1917",33757,5
"1918",54705,8
"1919",18379,3
"1920",33066,5
"1921",15968,NA
"1922",38029,6
"1923",38029,9
"1924",22884,5
"1925",92926,NA
"1926",72640,NA
"1927",90198,NA
"1928",44349,7
"1929",21831,NA
"1930",96891,NA
"1931",54350,5
"1932",68975,8
"1933",23102,5
"1934",30260,2
"1935",47484,NA
"1936",47484,NA
"1937",47484,NA
"1938",47484,NA
"1939",47484,NA
"1940",47484,NA
"1941",102231,NA
"1942",102231,NA
"1943",64837,NA
"1944",90910,0
"1945",90409,3
"1946",60888,0
"1947",60888,-4
"1948",15584,NA
"1949",28522,NA
"1950",28522,NA
"1951",28522,NA
"1952",28522,NA
"1953",28522,NA
"1954",66920,8
"1955",66920,NA
"1956",36853,2
"1957",36853,1
"1958",60074,7
"1959",60074,7
"1960",43432,4
"1961",71610,5
"1962",94034,NA
"1963",40053,NA
"1964",25796,8
"1965",13023,NA
"1966",13023,NA
"1967",18624,2
"1968",18624,2
"1969",45395,2
"1970",24108,NA
"1971",24108,NA
"1972",24153,NA
"1973",27584,2
"1974",26937,4
"1975",26937,5
"1976",26937,3
"1977",95907,9
"1978",77918,8
"1979",22963,11
"1980",36657,7
"1981",36657,5
"1982",36657,NA
"1983",36657,NA
"1984",6250,NA
"1985",6250,NA
"1986",10661,3
"1987",10661,5
"1988",10661,5
"1989",10661,5
"1990",10661,8
"1991",10661,NA
"1992",3872,NA
"1993",91143,NA
"1994",91143,NA
"1995",10452,8
"1996",29316,NA
"1997",9521,9
"1998",84962,5
"1999",84962,8
"2000",10767,NA
"2001",84503,NA
"2002",77227,NA
"2003",41299,NA
"2004",19602,NA
"2005",77707,8
"2006",77707,7
"2007",24520,NA
"2008",5378,NA
"2009",68552,7
"2010",68552,6
"2011",68552,4
"2012",25608,5
"2013",23600,2
"2014",91909,4
"2015",91909,8
"2016",46993,3
"2017",63377,6
"2018",63377,5
"2019",63377,7
"2020",38260,2
"2021",38260,NA
"2022",70139,NA
"2023",68929,NA
"2024",94980,4
"2025",94980,6
"2026",66451,5
"2027",3508,NA
"2028",86678,2
"2029",13314,3
"2030",13314,9
"2031",13314,5
"2032",5112,NA
"2033",82850,NA
"2034",27923,NA
"2035",93506,NA
"2036",24132,8
"2037",42865,10
"2038",25994,6
"2039",6418,3
"2040",16563,11
"2041",33225,8
"2042",100344,1
"2043",16982,-1
"2044",65447,NA
"2045",99270,3
"2046",21625,5
"2047",11710,NA
"2048",55471,NA
"2049",55471,NA
"2050",55471,NA
"2051",95309,6
"2052",42758,NA
"2053",8470,6
"2054",72384,NA
"2055",18871,NA
"2056",50128,3
"2057",58252,6
"2058",4312,1
"2059",4312,NA
"2060",96789,NA
"2061",92625,NA
"2062",87922,7
"2063",87922,8
"2064",87922,NA
"2065",49060,10
"2066",49060,11
"2067",51965,4
"2068",51965,0
"2069",43931,NA
"2070",1657,0
"2071",1657,NA
"2072",94747,NA
"2073",2164,7
"2074",2164,3
"2075",88444,5
"2076",99009,7
"2077",99009,NA
"2078",25578,3
"2079",25578,8
"2080",25578,4
"2081",39861,NA
"2082",58367,6
"2083",33566,1
"2084",33566,NA
"2085",18544,NA
"2086",14318,NA
"2087",26955,NA
"2088",26955,NA
"2089",26955,NA
"2090",26955,NA
"2091",26955,NA
"2092",80326,NA
"2093",90745,7
"2094",90745,7
"2095",76687,7
"2096",76687,NA
"2097",26976,NA
"2098",33987,5
"2099",23965,6
"2100",23965,6
"2101",23965,6
"2102",23965,6
"2103",50051,4
"2104",20842,2
"2105",20842,7
"2106",75573,10
"2107",79435,11
"2108",67995,8
"2109",67995,9
"2110",10418,6
"2111",30749,NA
"2112",30749,NA
"2113",78358,3
"2114",38182,12
"2115",38182,9
"2116",38182,9
"2117",38182,12
"2118",75362,8
"2119",77255,7
"2120",77255,3
"2121",77255,7
"2122",77255,5
"2123",77255,2
"2124",60398,NA
"2125",60398,NA
"2126",45265,NA
"2127",101865,6
"2128",19465,3
"2129",42399,NA
"2130",42399,NA
"2131",80866,4
"2132",80866,8
"2133",69101,NA
"2134",13798,NA
"2135",26476,5
"2136",49865,NA
"2137",78087,9
"2138",78087,NA
"2139",51092,NA
"2140",72648,4
"2141",13427,4
"2142",13427,5
"2143",79331,3
"2144",87899,-2
"2145",68359,8
"2146",68359,NA
"2147",68359,NA
"2148",4672,2
"2149",4672,2
"2150",46685,5
"2151",46685,3
"2152",46685,2
"2153",46685,NA
"2154",46685,NA
"2155",46685,5
"2156",46685,5
"2157",46685,1
"2158",46685,NA
"2159",33894,NA
"2160",81570,10
"2161",81570,6
"2162",81570,4
"2163",81570,10
"2164",15015,NA
"2165",89084,3
"2166",89084,NA
"2167",47014,0
"2168",81295,NA
"2169",81295,NA
"2170",81295,NA
"2171",75891,NA
"2172",75891,NA
"2173",88341,7
"2174",88341,NA
"2175",32177,5
"2176",32177,-2
"2177",32177,6
"2178",36544,NA
"2179",88231,NA
"2180",62416,NA
"2181",102524,NA
"2182",20722,3
"2183",11655,0
"2184",11655,0
"2185",11655,-1
"2186",11655,0
"2187",11655,3
"2188",11655,3
"2189",74760,7
"2190",74760,NA
"2191",69632,4
"2192",69632,NA
"2193",73487,NA
"2194",46238,7
"2195",46238,NA
"2196",2659,NA
"2197",19162,7
"2198",19162,NA
"2199",14310,4
"2200",42943,2
"2201",42727,2
"2202",63119,9
"2203",96022,2
"2204",96022,NA
"2205",53290,NA
"2206",53290,NA
"2207",98539,10
"2208",52120,4
"2209",52120,1
"2210",66009,NA
"2211",95514,10
"2212",100257,8
"2213",100257,8
"2214",100257,7
"2215",100257,6
"2216",100257,4
"2217",100257,6
"2218",81947,NA
"2219",96790,NA
"2220",50932,6
"2221",50932,7
"2222",50932,3
"2223",50932,3
"2224",50932,3
"2225",89723,7
"2226",89723,NA
"2227",24492,10
"2228",24492,5
"2229",24492,4
"2230",30905,NA
"2231",75307,NA
"2232",73232,8
"2233",73232,8
"2234",73232,5
"2235",37551,NA
"2236",92609,NA
"2237",22762,6
"2238",22762,6
"2239",31842,6
"2240",75116,4
"2241",75116,0
"2242",75116,0
"2243",94081,5
"2244",102316,NA
"2245",92642,NA
"2246",92642,NA
"2247",26415,2
"2248",19260,NA
"2249",36002,2
"2250",36002,2
"2251",36002,4
"2252",36002,6
"2253",25009,4
"2254",25009,6
"2255",25009,3
"2256",96705,10
"2257",96705,7
"2258",76572,2
"2259",76572,5
"2260",10322,NA
"2261",24457,5
"2262",67528,NA
"2263",67528,NA
"2264",1645,10
"2265",1645,NA
"2266",38724,5
"2267",97647,NA
"2268",94785,5
"2269",94785,6
"2270",24945,5
"2271",77810,NA
"2272",42998,4
"2273",42998,2
"2274",42998,3
"2275",64915,4
"2276",64915,11
"2277",7148,6
"2278",24201,7
"2279",24201,NA
"2280",27177,6
"2281",27177,4
"2282",41853,NA
"2283",41853,NA
"2284",101898,6
"2285",14787,NA
"2286",1508,NA
"2287",37240,1
"2288",97408,NA
"2289",34412,3
"2290",20663,8
"2291",55680,1
"2292",55680,NA
"2293",22149,1
"2294",92916,8
"2295",92916,NA
"2296",92916,NA
"2297",32949,NA
"2298",32949,NA
"2299",9446,NA
"2300",73531,NA
"2301",73531,NA
"2302",73531,NA
"2303",73531,NA
"2304",21545,7
"2305",82044,6
"2306",82044,6
"2307",82044,9
"2308",82044,NA
"2309",1097,NA
"2310",5666,NA
"2311",94356,8
"2312",8106,3
"2313",8106,7
"2314",8106,2
"2315",8106,NA
"2316",48673,8
"2317",76906,NA
"2318",76906,NA
"2319",85094,5
"2320",78249,NA
"2321",95963,NA
"2322",65207,6
"2323",96771,5
"2324",96771,6
"2325",30883,NA
"2326",12693,1
"2327",22943,7
"2328",22943,NA
"2329",97887,7
"2330",97887,NA
"2331",74032,6
"2332",74032,4
"2333",9226,1
"2334",9226,1
"2335",25521,9
"2336",24802,11
"2337",24802,12
"2338",14821,NA
"2339",12686,NA
"2340",12686,NA
"2341",17038,5
"2342",17038,1
"2343",17038,6
"2344",17038,2
"2345",65830,8
"2346",65830,10
"2347",65830,6
"2348",76091,3
"2349",102049,NA
"2350",24551,1
"2351",24551,NA
"2352",56832,7
"2353",56832,3
"2354",76612,NA
"2355",76612,NA
"2356",86480,11
"2357",86480,11
"2358",2610,5
"2359",69175,NA
"2360",69175,NA
"2361",69175,NA
"2362",69175,NA
"2363",69175,NA
"2364",3478,NA
"2365",66377,5
"2366",66377,3
"2367",66377,NA
"2368",44684,0
"2369",44684,3
"2370",44684,NA
"2371",12726,8
"2372",74189,3
"2373",55200,NA
"2374",50543,0
"2375",61416,7
"2376",6768,6
"2377",53395,6
"2378",53395,5
"2379",53395,4
"2380",53395,8
"2381",53395,5
"2382",53395,NA
"2383",53395,NA
"2384",37153,-1
"2385",79135,NA
"2386",47398,5
"2387",12484,NA
"2388",47911,6
"2389",67416,9
"2390",67416,NA
"2391",60172,8
"2392",60172,3
"2393",36715,NA
"2394",4505,NA
"2395",4505,NA
"2396",4505,NA
"2397",49578,NA
"2398",49578,NA
"2399",42495,8
"2400",42495,6
"2401",42495,2
"2402",42495,6
"2403",42495,8
"2404",25309,NA
"2405",100874,NA
"2406",99890,11
"2407",99890,12
"2408",51004,11
"2409",95326,6
"2410",75535,NA
"2411",75535,NA
"2412",22606,5
"2413",22606,9
"2414",58540,6
"2415",58540,8
"2416",2267,NA
"2417",2267,NA
"2418",488,1
"2419",488,NA
"2420",69442,8
"2421",69442,7
"2422",69442,3
"2423",28414,3
"2424",28414,0
"2425",86168,3
"2426",81887,5
"2427",81887,6
"2428",94812,8
"2429",93885,NA
"2430",14515,11
"2431",14515,8
"2432",14515,11
"2433",7224,4
"2434",7224,6
"2435",7224,3
"2436",7224,6
"2437",102460,NA
"2438",1728,NA
"2439",6994,4
"2440",67758,1
"2441",60992,7
"2442",52754,4
"2443",52754,2
"2444",52754,2
"2445",52754,1
"2446",23543,7
"2447",23543,7
"2448",23543,8
"2449",23543,10
"2450",57157,12
"2451",34028,1
"2452",49834,NA
"2453",99215,9
"2454",99215,4
"2455",88505,NA
"2456",56352,3
"2457",56352,3
"2458",63550,7
"2459",44566,NA
"2460",70327,NA
"2461",84144,NA
"2462",89085,NA
"2463",10266,10
"2464",10266,NA
"2465",93971,2
"2466",66462,9
"2467",66462,5
"2468",97039,6
"2469",46533,4
"2470",51524,7
"2471",51524,5
"2472",51524,3
"2473",51524,5
"2474",11309,6
"2475",64261,1
"2476",64261,5
"2477",82267,5
"2478",82267,7
"2479",82267,2
"2480",45134,NA
"2481",88014,7
"2482",33925,7
"2483",81574,NA
"2484",574,NA
"2485",100224,3
"2486",68044,NA
"2487",12309,4
"2488",38270,4
"2489",26917,1
"2490",26917,4
"2491",26917,3
"2492",26917,3
"2493",43466,NA
"2494",45166,7
"2495",45166,7
"2496",17410,4
"2497",17410,8
"2498",17410,5
"2499",17410,7
"2500",17410,9
"2501",73764,NA
"2502",73764,NA
"2503",73764,NA
"2504",73764,NA
"2505",71812,9
"2506",71812,NA
"2507",33202,12
"2508",47214,4
"2509",95162,NA
"2510",90788,NA
"2511",90788,NA
"2512",54600,6
"2513",85289,NA
"2514",85289,NA
"2515",85289,NA
"2516",367,NA
"2517",65996,NA
"2518",65996,NA
"2519",38283,1
"2520",38283,2
"2521",38283,2
"2522",38283,0
"2523",32347,NA
"2524",46865,NA
"2525",62089,5
"2526",62089,5
"2527",50955,NA
"2528",41890,NA
"2529",41890,NA
"2530",27784,NA
"2531",25368,-1
"2532",25368,2
"2533",25368,4
"2534",25368,2
"2535",89495,3
"2536",89495,3
"2537",89495,NA
"2538",89495,6
"2539",89495,1
"2540",101677,6
"2541",101677,4
"2542",58964,NA
"2543",58964,NA
"2544",58964,NA
"2545",58242,NA
"2546",56589,4
"2547",56589,NA
"2548",56589,NA
"2549",32315,3
"2550",32315,NA
"2551",31080,NA
"2552",73777,NA
"2553",19638,9
"2554",19638,7
"2555",62036,NA
"2556",49014,NA
"2557",49014,NA
"2558",12955,NA
"2559",72610,4
"2560",63598,8
"2561",85582,10
"2562",95409,NA
"2563",79756,3
"2564",57788,2
"2565",90902,NA
"2566",67722,NA
"2567",17079,7
"2568",17079,9
"2569",11968,NA
"2570",52073,NA
"2571",4648,NA
"2572",4648,NA
"2573",48851,8
"2574",48851,10
"2575",48851,8
"2576",48851,4
"2577",48851,8
"2578",48851,6
"2579",33565,NA
"2580",6343,5
"2581",6343,6
"2582",39338,NA
"2583",83866,4
"2584",83866,4
"2585",49112,-4
"2586",13112,NA
"2587",13112,NA
"2588",17352,2
"2589",17352,2
"2590",17352,-4
"2591",17352,0
"2592",17352,NA
"2593",31500,1
"2594",35759,NA
"2595",86266,3
"2596",86266,3
"2597",86266,NA
"2598",54707,9
"2599",20734,1
"2600",20734,2
"2601",20734,2
"2602",91289,5
"2603",9327,NA
"2604",9327,NA
"2605",9327,NA
"2606",83694,9
"2607",83694,6
"2608",97518,NA
"2609",92398,NA
"2610",28867,-1
"2611",28867,3
"2612",12394,2
"2613",10008,NA
"2614",10008,NA
"2615",17783,NA
"2616",16652,6
"2617",44084,NA
"2618",63849,4
"2619",63849,NA
"2620",7468,3
"2621",7468,3
"2622",63440,2
"2623",608,NA
"2624",608,NA
"2625",608,NA
"2626",44498,NA
"2627",42551,NA
"2628",51189,5
"2629",9499,4
"2630",9499,4
"2631",91438,9
"2632",8173,5
"2633",8173,3
"2634",53360,NA
"2635",37533,12
"2636",37533,8
"2637",44333,3
"2638",93609,NA
"2639",86501,5
"2640",100790,NA
"2641",80317,-1
"2642",80317,-1
"2643",20016,NA
"2644",96885,NA
"2645",2871,NA
"2646",40984,NA
"2647",65988,NA
"2648",65988,NA
"2649",57022,-1
"2650",57022,0
"2651",57022,5
"2652",57022,2
"2653",57022,1
"2654",79081,9
"2655",79081,10
"2656",47833,NA
"2657",47833,NA
"2658",47833,NA
"2659",88222,7
"2660",88222,10
"2661",88222,NA
"2662",73107,7
"2663",9736,NA
"2664",45329,NA
"2665",74937,NA
"2666",29090,8
"2667",72900,6
"2668",44189,NA
"2669",79500,NA
"2670",49344,4
"2671",49344,3
"2672",30736,1
"2673",85345,NA
"2674",67340,0
"2675",67340,1
"2676",29215,NA
"2677",29215,NA
"2678",52379,4
"2679",52379,4
"2680",8562,6
"2681",8562,2
"2682",8562,3
"2683",8562,0
"2684",8562,8
"2685",8562,NA
"2686",33239,4
"2687",89383,3
"2688",39329,1
"2689",39329,5
"2690",39329,5
"2691",39329,NA
"2692",101319,1
"2693",85106,8
"2694",29333,NA
"2695",68597,7
"2696",72908,NA
"2697",21582,8
"2698",54991,11
"2699",9842,NA
"2700",9842,NA
"2701",44293,7
"2702",86433,0
"2703",83716,8
"2704",92003,7
"2705",92003,7
"2706",46354,3
"2707",96317,NA
"2708",74181,-1
"2709",74181,NA
"2710",327,NA
"2711",7920,NA
"2712",7920,NA
"2713",96598,12
"2714",35051,4
"2715",26447,NA
"2716",95351,NA
"2717",52501,5
"2718",11268,3
"2719",23552,4
"2720",23552,NA
"2721",99077,10
"2722",99077,9
"2723",21824,NA
"2724",93513,6
"2725",65046,NA
"2726",37930,NA
"2727",97671,6
"2728",97671,5
"2729",97671,7
"2730",44553,2
"2731",27360,NA
"2732",11482,NA
"2733",11482,NA
"2734",55137,9
"2735",55137,NA
"2736",9621,NA
"2737",63652,1
"2738",63652,NA
"2739",84826,7
"2740",24480,2
"2741",24480,6
"2742",27929,NA
"2743",96605,NA
"2744",48456,NA
"2745",12844,NA
"2746",9761,5
"2747",33827,NA
"2748",64930,9
"2749",64208,1
"2750",64208,2
"2751",64208,4
"2752",98929,NA
"2753",77422,14
"2754",84682,NA
"2755",26196,NA
"2756",23860,0
"2757",23860,2
"2758",23860,3
"2759",77632,8
"2760",77632,10
"2761",24548,NA
"2762",896,2
"2763",91116,4
"2764",96556,10
"2765",96556,NA
"2766",16261,NA
"2767",91095,NA
"2768",29933,-2
"2769",63103,2
"2770",63103,NA
"2771",89497,9
"2772",89497,8
"2773",51789,10
"2774",79167,NA
"2775",79167,NA
"2776",94823,6
"2777",2681,NA
"2778",37496,2
"2779",77705,5
"2780",77705,5
"2781",77705,3
"2782",6637,NA
"2783",6637,NA
"2784",56976,NA
"2785",56976,NA
"2786",56976,NA
"2787",98448,NA
"2788",75053,6
"2789",25164,NA
"2790",25164,NA
"2791",44635,7
"2792",35153,NA
"2793",11593,NA
"2794",51490,NA
"2795",51490,NA
"2796",35060,NA
"2797",67710,0
"2798",82500,NA
"2799",10131,4
"2800",10131,8
"2801",10131,1
"2802",10131,8
"2803",10131,NA
"2804",81304,8
"2805",88238,NA
"2806",26552,-3
"2807",43458,NA
"2808",78017,-1
"2809",60486,NA
"2810",12022,7
"2811",4101,4
"2812",52618,NA
"2813",13669,NA
"2814",99549,5
"2815",99549,2
"2816",28805,2
"2817",33554,7
"2818",33554,5
"2819",33554,1
"2820",33554,10
"2821",33554,4
"2822",33554,9
"2823",33554,NA
"2824",18059,NA
"2825",75997,9
"2826",75997,4
"2827",75997,9
"2828",75997,5
"2829",79854,9
"2830",54089,NA
"2831",55878,NA
"2832",68510,3
"2833",48606,12
"2834",48606,10
"2835",98270,7
"2836",99373,NA
"2837",99373,NA
"2838",99583,NA
"2839",16575,10
"2840",16575,5
"2841",16575,8
"2842",38820,NA
"2843",22282,NA
"2844",100676,11
"2845",94840,8
"2846",100732,NA
"2847",21331,NA
"2848",96263,5
"2849",96263,3
"2850",81237,4
"2851",24273,3
"2852",60228,NA
"2853",60228,NA
"2854",85817,NA
"2855",72258,NA
"2856",15689,NA
"2857",96026,4
"2858",29867,4
"2859",73141,NA
"2860",73141,NA
"2861",50269,2
"2862",23768,7
"2863",74020,3
"2864",24634,NA
"2865",42085,2
"2866",26632,1
"2867",44685,NA
"2868",91410,6
"2869",91410,8
"2870",57087,NA
"2871",55689,NA
"2872",93795,3
"2873",37189,9
"2874",37189,7
"2875",62665,NA
"2876",86626,NA
"2877",91617,NA
"2878",91617,NA
"2879",68907,NA
"2880",92817,9
"2881",92817,NA
"2882",88549,NA
"2883",88835,9
"2884",78476,4
"2885",78476,6
"2886",84526,11
"2887",84526,10
"2888",84526,7
"2889",95727,NA
"2890",95295,2
"2891",75528,NA
"2892",49247,10
"2893",45033,NA
"2894",4565,NA
"2895",4565,NA
"2896",5080,6
"2897",5080,0
"2898",5080,NA
"2899",15294,NA
"2900",18709,7
"2901",40682,7
"2902",40682,NA
"2903",40386,2
"2904",82156,8
"2905",82156,13
"2906",82156,NA
"2907",42892,NA
"2908",42892,NA
"2909",32565,4
"2910",32565,3
"2911",36927,NA
"2912",60301,NA
"2913",60301,NA
"2914",60301,NA
"2915",60301,NA
"2916",51997,NA
"2917",21561,5
"2918",21561,NA
"2919",25743,4
"2920",25743,5
"2921",36690,NA
"2922",315,NA
"2923",101648,NA
"2924",101648,NA
"2925",101648,NA
"2926",94232,NA
"2927",100721,6
"2928",100721,NA
"2929",224,NA
"2930",45615,NA
"2931",71907,2
"2932",1621,NA
"2933",42242,NA
"2934",69671,NA
"2935",37128,NA
"2936",72300,10
"2937",72300,12
"2938",72300,12
"2939",194,NA
"2940",37145,5
"2941",37145,NA
"2942",73450,9
"2943",80718,8
"2944",21533,NA
"2945",78532,9
"2946",78532,5
"2947",8137,0
"2948",8137,5
"2949",10851,8
"2950",10851,NA
"2951",23201,-3
"2952",23201,-1
"2953",23201,NA
"2954",80766,7
"2955",80766,7
"2956",80766,7
"2957",60783,8
"2958",60783,4
"2959",101154,NA
"2960",47664,5
"2961",70283,8
"2962",70283,11
"2963",65703,5
"2964",59943,3
"2965",59943,6
"2966",30115,NA
"2967",48429,6
"2968",26414,2
"2969",26414,6
"2970",26414,2
"2971",6367,10
"2972",6367,10
"2973",93348,4
"2974",9470,NA
"2975",96581,NA
"2976",56403,5
"2977",74218,3
"2978",74218,3
"2979",36840,9
"2980",93109,NA
"2981",100794,NA
"2982",100794,NA
"2983",2087,4
"2984",2087,6
"2985",62521,3
"2986",45075,2
"2987",72347,NA
"2988",87103,10
"2989",84024,5
"2990",37436,NA
"2991",27163,NA
"2992",38522,NA
